TF,TargetGene,Tissue,Experiment,Chea,Signor,Trrust
TCF12,AKR1C1,lung,TCF12 IP - A549 cells,,,
SP1,AKR1C1,stemcells,SP1 IP - H1 cells,,,
CREB1,AKR1C1,prostate,"CREB1 siRNA | FOXA1 ChIP-Seq - Rep 2, CREB1 siRNA | FOXA1 ChIP-Seq - Rep 1, CREB1 ChIP-Seq - LNCaP-abl",,,
MYBL2,AKR1C1,liver,MYBL2 IP - HepG2 cells,,,
STAT5A,AKR1C1,leukocytes,STAT5A IP - K562 cells,,,
17BE2,AKR1C1,mammarygland,"17BE2 | FOXA1 ChIP-Seq - Rep 2, 17BE2 | FOXA1 ChIP-Seq - Rep 1, 17BE2 | FOXA1 ChIP-Seq - Rep 1, 17BE2 | FOXA1 ChIP-Seq - Rep 2, 17BE2 | FOXA1 ChIP-Seq",,,
MAFK,AKR1C1,liver,"MAFK IP - HepG2 cells, Rep 2, MAFK IP - HepG2 cells, Rep 1",,,
FOSL2,AKR1C1,lung,FOSL2 IP - A549 cells,,,
GTF2B,AKR1C1,uterus,GTF2B IP - Rep 2,,,
MAX,AKR1C1,liver,"MAX IP - HepG2 cells, MAX IP - HepG2 cells",,,
AR,AKR1C1,prostate,"AR C562S OE + FOXA1 OE | FOXA1 ChIP-Seq, WT AR OE + FOXA1 OE | FOXA1 ChIP-Seq, WT AR OE + FOXA1 OE | FOXA1 ChIP-Seq - high FOXA1",,,
CEBPB,AKR1C1,leukocytes,"CEBPB IP | oxLDL  - Rep 205, CEBPB ChIP-Seq - K562, CEBPB IP - K562 cells",,,
DHT,AKR1C1,prostate,"POU2F1 KD + DHT | FOXA1 ChIP-Seq, DHT | FOXA1 ChIP-Seq, DHT | FOXA1 ChIP-Seq",,,
POU2F1,AKR1C1,prostate,POU2F1 KD + DHT | FOXA1 ChIP-Seq,,,
MAFK,AKR1C1,stemcells,MAFK IP - H1 cells,,,
CEBPB,AKR1C1,liver,"CEBPB IP - HepG2 cells, CEBPB IP | FORSK - HepG2 cells, CEBPB ChIP-Seq - HepG2",,,
MYC,AKR1C1,leukocytes,"MYC IP - NB4 cells, MYC IP | IFNG - K562 cells, 30 min, MYC IP - K562 cells, Rep 1, MYC IP | IFNG - K562 cells, 6 h",,,
FOSL2,AKR1C1,liver,FOSL2 IP - HepG2 cells,,,
RELA,AKR1C1,adiposetissue,"RELA IP, RELA IP, RELA IP, RELA IP",,,
TP63,AKR1C1,skin,"TP63 IP | BANF1 KD, TP63 IP, TP63 IP, TP63 IP",,,
BANF1,AKR1C1,skin,TP63 IP | BANF1 KD,,,
R1881,AKR1C1,prostate,"GATA2 KD + R1881 | FOXA1 ChIP-Seq, R1881 | FOXA1 ChIP-Seq - Rep 1, CON KD + R1881 | FOXA1 ChIP-Seq, R1881 | FOXA1 ChIP-Seq - Rep 2, CON KD + R1881 | FOXA1 ChIP-Seq - Rep 2, CON KD + R1881 | FOXA1 ChIP-Seq - Rep 1, PIAS1 + R1881 | FOXA1 ChIP-Seq - Rep 2, PIAS1 + R1881 | FOXA1 ChIP-Seq - Rep 1",,,
