TF,TargetGene,Tissue,Experiment,Chea,Signor,Trrust
FOSL2,AGMO,lung,FOSL2 IP - A549 cells,,,
CTCF,AGMO,kidney,"CTCF IP - RPTEC cells, Rep 2 , CTCF IP - HRE cells, Rep 1 , CTCF IP - RPTEC cells, Rep 1 ",,,
RELA,AGMO,leukocytes,"RELA IP | TNF - GM19099 cells, RELA IP | TNF - GM12878 cells",,,
SP1,AGMO,lung,SP1 IP - A549 cells,,,
PIAS1,AGMO,prostate,PIAS1 + R1881 | FOXA1 ChIP-Seq - Rep 2,,,
FOSL2,AGMO,cns,FOSL2 IP - SK-N-SH cells,,,
CTCF,AGMO,skeletalmuscle,"CTCF IP - HSMM cells, Rep 2 ",,,
CTCF,AGMO,cns,"CTCF IP - spinal cord astrocyte cells, Rep 2 , CTCF IP - SK cells, CTCF IP - spinal cord astrocyte cells, Rep 1 , CTCF IP - HCPEpiC cells, Rep 2 , CTCF IP - SK-N-SH cells, Rep 2 , CTCF IP - SK-N-SH cells , CTCF IP - SK-N-SH cells, Rep 1 , CTCF IP - cerebellar astrocyte cells, Rep 2 , CTCF IP - HCPEpiC cells, Rep 1 , CTCF IP - BE(2)-C cells, Rep 1 ",,,
CTCF,AGMO,leukocytes,"CTCF IP - GM2610 cells, Rep 3 , CTCF IP - GM2588 cells, Rep 2 , CTCF IP - MS1 cells, Rep 2 , CTCF IP - KU812 cells, Rep 1 , CTCF IP - KU812 cells, Rep 9 , CTCF IP - GM12891 cells, Rep 1 , CTCF IP - GM2588 cells, Rep 3 , CTCF ChIP-Seq - GM12878, CTCF IP - GM19238 cells, Rep 2 ",,,
CEBPB,AGMO,bone,CEBPB IP,,,
CTCF,AGMO,lung,"CTCF IP - IMR cells, CTCF IP | DEX - A549 cells , CTCF IP - AG04450 cells, Rep 2 , CTCF IP | DEX - A549 cells, CTCF IP - A549 cells , CTCF IP - HPF cells, Rep 2 , CTCF IP - HPF cells, Rep 1 , CTCF IP - AG04450 cells, Rep 1 , CTCF IP - A549 cells, CTCF ChIP-Seq - A549, CTCF IP - SAEC cells, Rep 1 ",,,
FOXA2,AGMO,liver,FOXA2 IP - HepG2 cells,,,
FOXA1,AGMO,pancreas,"FOXA1 IP, FOXA1 IP | KLF5 KO, FOXA1 IP",,,
PBX3,AGMO,cns,PBX3 IP - SK-N-SH cells,,,
17BE2,AGMO,mammarygland,"17BE2 | FOXA1 ChIP-Seq - Rep 1, 17BE2 | FOXA1 ChIP-Seq - Rep 2, 17BE2 | FOXA1 ChIP-Seq - Rep 2, 17BE2 | FOXA1 ChIP-Seq - Rep 2, 17BE2 | FOXA1 ChIP-Seq - Rep 1",,,
GATA3,AGMO,cns,GATA3 IP - SK-N-SH cells,,,
FOXA1,AGMO,liver,"FOXA1 IP - HepG2 cells, Rep 1",,,
CTCF,AGMO,heart,"CTCF IP - myocytes cells, Rep 1 , CTCF IP - HCF cells ",,,
POU2F1,AGMO,prostate,POU2F1 KD + DHT | FOXA1 ChIP-Seq,,,
CTCF,AGMO,sensory,"CTCF IP - HRPEpiC cells, Rep 1 , CTCF IP - HRPEpiC cells, Rep 2 ",,,
HNF1B,AGMO,pancreas,HNF1B IP,,,
CTCF,AGMO,bone,CTCF IP - Osteoblasts ,,,
