TF,TargetGene,Tissue,Experiment,Chea,Signor,Trrust
IFNG,ACAA1,leukocytes,"IRF1 IP - Rep 1, STAT1 IP - Rep 5, STAT1 IP - Rep 3, IRF1 IP - Rep 3, STAT1 IP | IFNG - K562 cells, 30 min, MYC IP | IFNG - K562 cells, 30 min, STAT1 IP - Rep 1, IRF1 IP - Rep 2, STAT1 IP - Rep 4, IRF1 IP | IFNG - K562 cells, 6 h, IRF1 IP | IFNG - K562 cells, 30 min, STAT1 IP - Rep 2, STAT1 IP - Rep 6",,,
JUND,ACAA1,vasculature,JUND IP,,,
FOXA1,ACAA1,prostate,"CON KD + R1881 | FOXA1 ChIP-Seq - Rep 1, FOXA1 siRNA | CREB1 ChIP-Seq - Rep 1, EtOH | FOXA1 ChIP-Seq - , DHT | FOXA1 ChIP-Seq, R1881 | FOXA1 ChIP-Seq - Rep 2, CON KD | FOXA1 ChIP-Seq, CON KD + R1881 | FOXA1 ChIP-Seq - Rep 2, FOXA1 siRNA | CREB1 ChIP-Seq - Rep 2, FOXA1 KD | GATA2 ChIP-Seq, GATA2 KD + R1881 | FOXA1 ChIP-Seq, PIAS1 + R1881 | FOXA1 ChIP-Seq - Rep 2, CON KD | FOXA1 ChIP-Seq, FOXA1 ChIP-Seq, PIAS1 + R1881 | FOXA1 ChIP-Seq - Rep 1, FOXA1 + FBS | GATA2 ChIP-Seq, CON KD + R1881 | FOXA1 ChIP-Seq, EtOH | FOXA1 ChIP-Seq - Rep 2, R1881 | FOXA1 ChIP-Seq - Rep 1",,,
R1881,ACAA1,prostate,"CON KD + R1881 | FOXA1 ChIP-Seq - Rep 1, R1881 | FOXA1 ChIP-Seq - Rep 2, CON KD + R1881 | FOXA1 ChIP-Seq - Rep 2, GATA2 KD + R1881 | FOXA1 ChIP-Seq, PIAS1 + R1881 | FOXA1 ChIP-Seq - Rep 2, GATA2 KD + R1881 | GATA2 ChIP-Seq, GABPA IP | R1881, PIAS1 + R1881 | FOXA1 ChIP-Seq - Rep 1, CON KD + R1881 | FOXA1 ChIP-Seq, R1881 | FOXA1 ChIP-Seq - Rep 1, CON KD + R1881 | GATA2 ChIP-Seq",,,
CEBPB,ACAA1,liver,"CEBPB ChIP-Seq - HepG2, CEBPB IP | FORSK - HepG2 cells, CEBPB IP - HepG2 cells",,,
CTCF,ACAA1,adiposetissue,"CTCF ChIP-Seq - d 0, CTCF ChIP-Seq - d 9, CTCF ChIP-Seq - d -2",,,
ZNF263,ACAA1,kidney,ZNF263 IP - HEK293 cells,,,
CTCF,ACAA1,skin,"CTCF IP - AG04449 cells, Rep 1 , CTCF IP - HFFC cells, Rep 2 , CTCF IP - AG10803 cells, Rep 2 , CTCF IP - BJ cells, Rep 2 , CTCF IP - AG04449 cells, Rep 2 , CTCF IP - NHEK cells, Rep 2 , CTCF IP - AG09309 cells, Rep 1 , CTCF IP - NHEK cells , CTCF IP - BJ cells, Rep 1 , CTCF IP - NHDF cells , CTCF IP - HFFC cells, Rep 1 , CTCF IP - HFFC cells, Rep 3 , CTCF IP - NHDF cells, Rep 1 , CTCF IP - NHDF cells, Rep 2 , CTCF IP - GM12878 cells, Rep 2 , CTCF IP - AG10803 cells, Rep 1 ",,,
CTCF,ACAA1,mammarygland,"CTCF IP - MCF-7 cells, Rep 1 , CTCF IP - HMF cells, Rep 2 , CTCF IP - HMF cells, Rep 1 , CTCF IP - MCF-7 cells Rep 2 , CTCF IP - MCF7 cells, CTCF IP - HMEC cells , CTCF IP - HMEC cells, Rep 2 , CTCF IP - HMEC cells, Rep 1 ",,,
SP1,ACAA1,leukocytes,"SP1 IP - GM12878 cells, SP1 IP - K562 cells",,,
MYB,ACAA1,leukocytes,"MYB IP - Jurkat, Rep 2, MYB IP - Jurkat, Rep 1, MYB IP - Jurkat, Rep 3, MYB IP - Jurkat, Rep 5, MYB IP - MOLT3, MYB IP - Jurkat, Rep 4",,,
ETS1,ACAA1,leukocytes,"ETS1 IP, ETS1 IP - K562 cells",,,
FORSK,ACAA1,liver,CEBPB IP | FORSK - HepG2 cells,,,
GABPA,ACAA1,leukocytes,"GABPA IP - GM12878 cells, Rep 4 , GABPA IP, GABPA IP - K562 cells, GABPA IP - Jurkat, Rep 1, GABPA IP - GM12878 cells, Rep 3 , GABPA IP - GM12878 cells, Rep 1 , GABPA IP - Jurkat, Rep 2, GABPA IP - GM12878 cells, Rep 2 ",,,
CEBPB,ACAA1,colon,"CEBPB IP, CEBPB IP - HCT116 cells, CEBPB IP | 125DVD3",,,
CREB1,ACAA1,prostate,"FOXA1 siRNA | CREB1 ChIP-Seq - Rep 1, CREB1 ChIP-Seq - LNCaP, CREB1 ChIP-Seq - Rep 2, CREB1 ChIP-Seq - LNCaP-abl, FOXA1 siRNA | CREB1 ChIP-Seq - Rep 2, CREB1 ChIP-Seq - Rep 1",,,
USF1,ACAA1,liver,USF1 IP - HepG2 cells,,,
CTCF,ACAA1,megakaryocytelineage,"CTCF IP - MEG-01 cells, Rep 2 , CTCF IP - MEG-01 cells, Rep 10 , CTCF IP - MEG-01 cells, Rep 4 , CTCF IP - MEG-01 cells, Rep 8 , CTCF IP - MEG-01 cells, Rep 6 ",,,
RUNX1,ACAA1,leukocytes,"SPI1 IP | RUNX1 KD, RUNX1 IP - N terminus 2, RUNX1 IP, RUNX1 IP - Rep 2, RUNX1 IP",,,
TEAD4,ACAA1,liver,TEAD4 IP - HepG2 cells,,,
FOSL2,ACAA1,liver,FOSL2 IP - HepG2 cells,,,
GABPA,ACAA1,stemcells,GABPA IP - H1 cells,,,
HMGN3,ACAA1,leukocytes,HMGN3 IP - K562 cells,,,
TCF12,ACAA1,leukocytes,TCF12 IP - GM12878 cells,,,
PBX3,ACAA1,lung,PBX3 IP - A549 cells,,,
ELK4,ACAA1,uterus,"ELK4 IP - HeLa, Rep 2, ELK4 IP - HeLa cells, ELK4 IP - HeLa, Rep 1",,,
CTCF,ACAA1,vasculature,"CTCF IP - HUVEC cells, Rep 2 , CTCF IP - HUVEC cells, Rep 1 , CTCF IP - HPAF cells, Rep 2 , CTCF IP - HPAF cells, Rep 1 , CTCF IP - AoAFC cells, Rep 2 , CTCF IP - AoAFC cells, Rep 1 , CTCF IP - HUVEC cells , CTCF IP - HBMEC cells, Rep 1 , CTCF IP - HBMEC cells, Rep 2 ",,,
TBP,ACAA1,uterus,TBP IP - HeLa cells,,,
STAT1,ACAA1,leukocytes,"STAT1 IP - Rep 5, STAT1 IP - Rep 3, STAT1 IP | IFNG - K562 cells, 30 min, STAT1 IP - Rep 1, STAT1 IP - Rep 4, STAT1 IP - Rep 2, STAT1 IP - Rep 6, STAT1 IP | IFNA1-13 - K562 cells, 6 h",,,
RELA,ACAA1,leukocytes,"RELA IP | BAY082  - IVD Th1 cells, PIA, RELA IP | TNF - GM12891 cells, RELA IP | TNF - GM10847 cells, RELA IP | TNF - GM15510 cells",,,
BAY082,ACAA1,leukocytes,"RELA IP | BAY082  - IVD Th1 cells, PIA",,,
TEAD4,ACAA1,uterus,TEAD4 IP - ECC1 cells,,,
TAL1,ACAA1,leukocytes,"TAL1 IP - MOLT3, TAL1 IP - K562 cells",,,
CTCF,ACAA1,miscellaneous,"CTCF IP - AG09319 cells, Rep 1 , CTCF IP - AG09319 cells, Rep 2 ",,,
TNF,ACAA1,leukocytes,"RELA IP | TNF - GM12891 cells, RELA IP | TNF - GM10847 cells, RELA IP | TNF - GM15510 cells",,,
STAT5B,ACAA1,leukocytes,"STAT5B IP | H9RET, Rep 2, STAT5B IP | IL2 - Rep 2, STAT5B IP | IL2 - Rep 2, STAT5B IP | H9, Rep 2",,,
H9RET,ACAA1,leukocytes,"STAT5B IP | H9RET, Rep 2",,,
ETV5,ACAA1,colon,ETV5 IP ,,,
YY1,ACAA1,cns,"YY1 IP | ATRA - SK-N-SH cells, YY1 IP - SK-N-SH cells",,,
ATRA,ACAA1,cns,YY1 IP | ATRA - SK-N-SH cells,,,
E2F1,ACAA1,prostate,"BICALU | E2F1 ChIP-Seq - Rep 3, HES6 OE | E2F1 ChIP-Seq - Rep 3, E2F1 ChIP-Seq - Rep 3, E2F1 ChIP-Seq - Rep 4, HES6 OE | E2F1 ChIP-Seq - Rep 1, HES6 OE + BICALU | E2F1 ChIP-Seq - Rep 1, E2F1 ChIP-Seq - Rep 1, HES6 OE + BICALU | E2F1 ChIP-Seq - Rep 3",,,
BICALU,ACAA1,prostate,"BICALU | E2F1 ChIP-Seq - Rep 3, HES6 OE + BICALU | E2F1 ChIP-Seq - Rep 1, HES6 OE + BICALU | E2F1 ChIP-Seq - Rep 3",,,
EBF1,ACAA1,leukocytes,"EBF1 IP - GM12878 cells, EBF1 IP - GM12878 cells",,,
RUNX1T1,ACAA1,leukocytes,RUNX1T1 IP,,,
KLF11,ACAA1,adiposetissue,"KLF11 ChIP-Seq, Rep 2, ROSI (BrAT) | KLF11 ChIP-Seq, Rep 1, KLF11 ChIP-Seq, Rep 1, ROSI (BrAT) | KLF11 ChIP-Seq, Rep 2",,,
TCF21,ACAA1,vasculature,"TCF21 IP, TCF21 IP, TCF21 IP",,,
ERG,ACAA1,prostate,"JQI | ERG ChIP-Seq - Rep 1, DMSO | ERG ChIP-Seq - Rep 2, ERG ChIP-Seq, DMSO | ERG ChIP-Seq - Rep 1, JQI | ERG ChIP-Seq - Rep 2, DHT | ERG ChIP-Seq - 18 h, ERG ChIP-Seq, DHT | ERG ChIP-Seq - 2 h",,,
JQ1,ACAA1,prostate,"JQI | ERG ChIP-Seq - Rep 1, JQI | ERG ChIP-Seq - Rep 2",,,
FOS,ACAA1,mammarygland,"FOS IP - MCF10A cells, FOS IP | 4HT - MCF10A cells, 36 h, FOS IP | 4HT - MCF10A cells, 4 h, FOS IP | 4HT - MCF10A cells, 12 h",,,
FOSL1,ACAA1,colon,FOSL1 IP - HCT116 cells,,,
NFKB1,ACAA1,leukocytes,"NFKB1 IP - Rep 2, NFKB1 IP - Rep 1",,,
CTCF,ACAA1,bone,CTCF IP - Osteoblasts ,,,
ZBTB7A,ACAA1,leukocytes,ZBTB7A IP - SK-N-SH cells,,,
UBTF,ACAA1,leukocytes,UBTF IP - K562 cells,,,
PAX5,ACAA1,leukocytes,PAX5 IP - GM12892 cells,,,
CTCF,ACAA1,cns,"CTCF IP - spinal cord astrocyte cells, Rep 1 , CTCF IP - cerebellar astrocyte cells, Rep 2 , CTCF IP - BE(2)-C cells, Rep 1 , CTCF IP - spinal cord astrocyte cells, Rep 2 , CTCF IP - HCPEpiC cells, Rep 1 , CTCF IP - cerebellar astrocyte cells, Rep 1 , CTCF IP - SK-N-SH cells , CTCF IP - HCPEpiC cells, Rep 2 , CTCF IP - SK-N-SH cells, Rep 2 , CTCF IP - NHA cells , CTCF IP - SK-N-SH cells, Rep 1 , CTCF IP - BE(2)-C cells, Rep 2 , CTCF IP - SK cells",,,
DHT,ACAA1,prostate,"DHT | FOXA1 ChIP-Seq, DHT | ERG ChIP-Seq - 18 h, DHT | ERG ChIP-Seq - 2 h",,,
GABPA,ACAA1,liver,"GABPA IP, GABPA IP - MCF7 cells, GABPA IP - HepG2 cells, GABPA IP, GABPA IP",,,
ELF1,ACAA1,mammarygland,ELF1 IP - MCF7 cells,,,
ERG,ACAA1,leukocytes,ERG IP - Rep 1,,,
CTCF,ACAA1,sensory,"CTCF IP - HRPEpiC cells, Rep 2 , CTCF IP - WERI-Rb-1- cells, Rep 1 , CTCF IP - HRPEpiC cells, Rep 1 , CTCF IP - WERI ",,,
ZBTB7A,ACAA1,liver,ZBTB7A IP - HepG2 cells,,,
JUND,ACAA1,leukocytes,JUND IP - K562 cells,,,
MYC,ACAA1,leukocytes,"MYC IP | IFNG - K562 cells, 30 min, MYC IP - K562 cells, Rep 2, MYC IP - NB4 cells, MYC IP - K562 cells, Rep 1, MYC IP | IFNA1 - K562 cells, 30 min",,,
MYBL2,ACAA1,liver,MYBL2 IP - HepG2 cells,,,
SRF,ACAA1,stemcells,"SRF IP - Rep 7 , SRF IP - Rep 4 , SRF IP - Rep 6 , SRF IP - Rep 1 ",,,
HEY1,ACAA1,leukocytes,HEY1 IP - K562 cells,,,
GATA2,ACAA1,prostate,"CON KD + FBS | GATA2 ChIP-Seq, GATA2 ChIP-Seq, FOXA1 KD | GATA2 ChIP-Seq, GATA2 KD + R1881 | FOXA1 ChIP-Seq, GATA2 ChIP-Seq - Rep 2, GATA2 KD + R1881 | GATA2 ChIP-Seq, FOXA1 + FBS | GATA2 ChIP-Seq, CON KD  | GATA2 ChIP-Seq, CON KD + R1881 | GATA2 ChIP-Seq",,,
JUND,ACAA1,uterus,JUND IP - HeLa cells,,,
FOXA2,ACAA1,lung,FOXA2 IP - A549 cells,,,
ELF1,ACAA1,leukocytes,"ELF1 IP - SK-N-SH cells, ELF1 IP - SK-N-SH cells",,,
MXI1,ACAA1,liver,MXI1 IP - HepG2 cells,,,
CTCF,ACAA1,placenta,"CTCF IP - HVMF cells, Rep 2 , CTCF IP - HVMF cells, Rep 1 ",,,
CTCF,ACAA1,liver,"CTCF IP - SK-N-SH cells, CTCF IP - HepG2 cells , CTCF IP - HepG2 cells, Rep 1 , CTCF IP",,,
MAX,ACAA1,liver,"MAX IP - HepG2 cells, MAX IP - MCF7 cells",,,
GABPA,ACAA1,prostate,"GABPA IP - Rep 1, GABPA IP | R1881, GABPA IP - Rep 2",,,
MXI1,ACAA1,uterus,MXI1 IP - HeLa cells,,,
CTCF,ACAA1,stemcells,"CTCF IP - Rep 2 , CTCF IP - Rep 4 , CTCF IP - H1 cells, CTCF IP - Rep 6 , CTCF IP - Rep 5 , CTCF IP - Rep 1 , CTCF IP - Rep 7 , CTCF IP - H1 cells , CTCF IP - Rep 3 ",,,
TCF12,ACAA1,lung,TCF12 IP - A549 cells,,,
JUN,ACAA1,colon,JUN IP ,,,
STAT3,ACAA1,mammarygland,"STAT3 IP | 4HT - MCF10 cells, 36 h, STAT3 IP | 4HT - MCF10 cells, 12 h, STAT3 IP - MCF10A cells, Rep 2, STAT3 IP - MCF10A cells, Rep 1",,,
4HT,ACAA1,mammarygland,"STAT3 IP | 4HT - MCF10 cells, 36 h, FOS IP | 4HT - MCF10A cells, 36 h, FOS IP | 4HT - MCF10A cells, 4 h, STAT3 IP | 4HT - MCF10 cells, 12 h, E2F4 IP | 4HT - MCF10 cells, MYC IP | 4HT - MCF10A cells, FOS IP | 4HT - MCF10A cells, 12 h",,,
ELF3,ACAA1,pancreas,"ELF3 IP, ELF3 IP",,,
POU2F2,ACAA1,leukocytes,POU2F2 IP - GM12878 cells,,,
JUN,ACAA1,mammarygland,JUN IP - Rep 1,,,
SMAD1,ACAA1,hspcs,SMAD1 IP - Rep 3,,,
EGR1,ACAA1,leukocytes,EGR1 IP - K562 cells,,,
HES6,ACAA1,prostate,"HES6 OE | E2F1 ChIP-Seq - Rep 3, HES6 OE | E2F1 ChIP-Seq - Rep 1, HES6 OE + BICALU | E2F1 ChIP-Seq - Rep 1, HES6 OE + BICALU | E2F1 ChIP-Seq - Rep 3",,,
GATA4,ACAA1,stomach,GATA4 IP - AGS,,,
CTCF,ACAA1,esophagus,"CTCF IP - HEEpiC cells, Rep 1 , CTCF IP - HEEpiC cells, Rep 2 ",,,
GABPA,ACAA1,uterus,GABPA IP - HeLa cells,,,
OTX2,ACAA1,stemcells,OTX2 IP - Rep 10 ,,,
REST,ACAA1,liver,"REST IP - HepG2 cells, Rep 1, REST IP - HepG2 cells, Rep 2",,,
MAFK,ACAA1,liver,"MAFK IP - HepG2 cells, Rep 2, MAFK IP - HepG2 cells, Rep 1",,,
MXI1,ACAA1,leukocytes,MXI1 IP - GM12878 cells,,,
STAT2,ACAA1,leukocytes,"STAT2 IP | IFNA1-13 - K562 cells, 30 min, STAT2 IP | IFNA1-13 - K562 cells, 6 h",,,
IFNA1,ACAA1,leukocytes,"STAT2 IP | IFNA1-13 - K562 cells, 30 min, STAT1 IP | IFNA1-13 - K562 cells, 6 h, STAT2 IP | IFNA1-13 - K562 cells, 6 h, MYC IP | IFNA1 - K562 cells, 30 min, IRF1 IP | IFNA1-13 - K562 cells, 6 h",,,
TEAD4,ACAA1,colon,TEAD4 IP - HCT116 cells,,,
PBX3,ACAA1,leukocytes,PBX3 IP - GM12878 cells,,,
CTCF,ACAA1,uterus,"CTCF IP - HeLa cells, Rep 1 , CTCF IP - HeLa cells ",,,
TCF7L2,ACAA1,mammarygland,TCF7L2 ChIP-Seq,,,
GATA6,ACAA1,stomach,GATA6 IP - YCC3,,,
USF2,ACAA1,leukocytes,USF2 IP - GM12878 cells,,,
TBP,ACAA1,leukocytes,"TBP IP - K562 cells, TBP IP - GM12878 cells",,,
SP1,ACAA1,colon,SP1 IP - HCT116 cells,,,
CREB1,ACAA1,lung,CREB1 IP | DEX - A549 cells,,,
ARID3A,ACAA1,liver,ARID3A IP - HepG2 cells,,,
CTCF,ACAA1,skeletalmuscle,"CTCF IP - HSMM cells, Rep 2 , CTCF IP - HSMM cells, Rep 1 ",,,
ZNF143,ACAA1,leukocytes,"ZNF143 IP - K562 cells, ZNF143 IP - GM12878 cells",,,
SP2,ACAA1,leukocytes,SP2 IP - K562 cells,,,
CREB1,ACAA1,liver,"CREB1 IP - HepG2 cells, CREB1 IP",,,
IL2,ACAA1,leukocytes,"STAT5B IP | IL2 - Rep 2, STAT5B IP | IL2 - Rep 2",,,
FOXP1,ACAA1,colon,FOXP1 IP ,,,
FOXA1,ACAA1,pancreas,"FOXA1 IP, FOXA1 IP",,,
