TF,TargetGene,Tissue,Experiment,Chea,Signor,Trrust
CREB1,CPT1A,prostate,"CREB1 siRNA | FOXA1 ChIP-Seq - Rep 2, CREB1 ChIP-Seq - LNCaP, CREB1 ChIP-Seq - Rep 2, CREB1 ChIP-Seq - LNCaP-abl, FOXA1 siRNA | CREB1 ChIP-Seq - Rep 2, CREB1 siRNA | FOXA1 ChIP-Seq - Rep 1, CREB1 ChIP-Seq - Rep 1",,,
FOXA1,CPT1A,mammarygland,"FOXA1 ChIP-Seq - Rep 2, 17BE2 | FOXA1 ChIP-Seq - Rep 2, DHT | FOXA1 ChIP-Seq, DEX | FOXA1 ChIP-Seq - Rep 1, 17BE2 | FOXA1 ChIP-Seq - Rep 1, DEX | FOXA1 ChIP-Seq - Rep 2, FOXA1 ChIP-Seq - Rep 2, FOXA1 IP - T47D cells, 17BE2 | FOXA1 ChIP-Seq - Rep 1, FOXA1 ChIP-Seq - Rep 1, FOXA1 ChIP-Seq - Rep 1, FOXA1 ChIP-Seq - Rep 1, DEX | FOXA1 ChIP-Seq - Rep 1, DEX | FOXA1 ChIP-Seq - Rep 2, 17BE2 | FOXA1 ChIP-Seq - Rep 2",,,
RUNX1,CPT1A,hspcs,"RUNX1, RUNX1 IP",,,
TP73,CPT1A,bone,"TP73 IP - beta isoform, Rep 1, TP73 IP - beta isoform, Rep 2",,,
17BE2,CPT1A,mammarygland,"17BE2 | FOXA1 ChIP-Seq - Rep 2, 17BE2 | FOXA1 ChIP-Seq - Rep 1, 17BE2 | FOXA1 ChIP-Seq - Rep 1, 17BE2 | FOXA1 ChIP-Seq - Rep 2",,,
RUNX1,CPT1A,leukocytes,"RUNX1 IP, SPI1 IP | RUNX1 KD, RUNX1 IP - N terminus 1, RUNX1 IP",,,
TCF21,CPT1A,vasculature,"TCF21 IP, TCF21 IP",,,
YY1,CPT1A,leukocytes,"YY1 IP - K562 cells, Rep 1, YY1 IP - GM12878 cells, YY1 IP - K562 cells, Rep 2",,,
CEBPB,CPT1A,colon,"CEBPB IP - HCT116 cells, CEBPB IP | 125DVD3, CEBPB IP",,,
GATA3,CPT1A,lung,GATA3 IP - A549 cells,,,
RELA,CPT1A,adiposetissue,"RELA IP, RELA IP, RELA IP, RELA IP",,,
CTCF,CPT1A,skin,"CTCF IP - GM12878 cells, Rep 2 , CTCF IP - AG10803 cells, Rep 2 , CTCF IP - AG04449 cells, Rep 1 , CTCF IP - NHDF cells , CTCF IP - NHEK cells, Rep 2 , CTCF IP - NHEK cells ",,,
GABPA,CPT1A,prostate,"GABPA IP | R1881, GABPA IP - Rep 1",,,
R1881,CPT1A,prostate,"GABPA IP | R1881, R1881 | FOXA1 ChIP-Seq - Rep 1, GATA2 KD + R1881 | GATA2 ChIP-Seq, CON KD + R1881 | GATA2 ChIP-Seq, CON KD + R1881 | FOXA1 ChIP-Seq - Rep 2, PIAS1 + R1881 | FOXA1 ChIP-Seq - Rep 2",,,
TCF3,CPT1A,leukocytes,TCF3 IP - GM12878 cells,,,
BHLHE40,CPT1A,leukocytes,"BHLHE40 IP - K562 cells, BHLHE40 IP - GM12878 cells",,,
ZEB1,CPT1A,leukocytes,ZEB1 IP - GM12878 cells,,,
USF1,CPT1A,leukocytes,"USF1 IP - K562 cells, USF1 IP - GM12878 cells",,,
CEBPB,CPT1A,leukocytes,"CEBPB IP | oxLDL  - Rep 208, CEBPB ChIP-Seq - K562, CEBPB IP",,,
CTCF,CPT1A,colon,"CTCF IP - Caco , CTCF IP - HCT116 cells, Rep 2 , CTCF IP - HCT116 cells, CTCF IP - HCT116 cells, Rep 1 , CTCF IP - Rep 2 , CTCF IP - Caco-2 cells, Rep 1 ",,,
CTCF,CPT1A,kidney,"CTCF IP - HRE cells, Rep 2 , CTCF IP - HEK293 cells, Rep 2 , CTCF IP - RPTEC cells, Rep 1 , CTCF IP - HEK293 cells, Rep 1 , CTCF IP - RPTEC cells, Rep 2 , CTCF IP - HRE cells, Rep 1 ",,,
E2F1,CPT1A,prostate,"E2F1 ChIP-Seq - Rep 1, HES6 OE + BICALU | E2F1 ChIP-Seq - Rep 3, HES6 OE | E2F1 ChIP-Seq - Rep 4, BICALU | E2F1 ChIP-Seq - Rep 1, BICALU | E2F1 ChIP-Seq - Rep 2, BICALU + HES6OE | E2F1 ChIP-Seq - Rep 4, HES6 OE | E2F1 ChIP-Seq - Rep 2, BICALU | E2F1 ChIP-Seq - Rep 3, HES6 OE | E2F1 ChIP-Seq - Rep 3, E2F1 ChIP-Seq - Rep 2, E2F1 ChIP-Seq - Rep 3, HES6 OE | E2F1 ChIP-Seq - Rep 1, HES6 OE + BICALU | E2F1 ChIP-Seq - Rep 1, E2F1 ChIP-Seq - Rep 4",,,
NFYA,CPT1A,uterus,NFYA IP - HeLa cells,,,
CTCF,CPT1A,mammarygland,"CTCF IP - HMEC cells, Rep 1 , CTCF IP - T47D cells, CTCF IP - HMEC cells , CTCF IP - MCF-7 cells Rep 2 , CTCF IP - MCF-7 cells, Rep 1 , CTCF IP - HMEC cells, Rep 2 , CTCF IP - MCF7 cells",,,
REST,CPT1A,leukocytes,REST IP - K562 cells,,,
MAZ,CPT1A,lung,MAZ IP - IMR cells,,,
CEBPB,CPT1A,liver,"CEBPB IP - HepG2 cells, CEBPB ChIP-Seq - HepG2, CEBPB IP | FORSK - HepG2 cells",,,
CTCF,CPT1A,cns,"CTCF IP - SK-N-SH cells , CTCF IP - HCPEpiC cells, Rep 1 , CTCF IP - SK-N-SH cells, Rep 1 , CTCF IP - spinal cord astrocyte cells, Rep 2 , CTCF IP - cerebellar astrocyte cells, Rep 1 , CTCF IP - cerebellar astrocyte cells, Rep 2 ",,,
USF2,CPT1A,leukocytes,"USF2 IP - K562 cells, USF2 IP - GM12878 cells",,,
125DVD3,CPT1A,colon,CEBPB IP | 125DVD3,,,
JUND,CPT1A,liver,"JUND IP - HepG2 cells, JUND IP - HepG2 cells",,,
ELF1,CPT1A,cns,ELF1 IP - SK-N-SH cells,,,
GABPA,CPT1A,leukocytes,"GABPA IP - GM12878 cells, Rep 2 , GABPA IP - Jurkat, Rep 2, GABPA IP - GM12878 cells, Rep 4 , GABPA IP - Jurkat, Rep 1",,,
GATA2,CPT1A,prostate,"CON KD | GATA2 ChIP-Seq, GATA2 ChIP-Seq - Rep 1, FOXA1 + FBS | GATA2 ChIP-Seq, CON KD  | GATA2 ChIP-Seq, GATA2 KD + R1881 | GATA2 ChIP-Seq, CON KD + R1881 | GATA2 ChIP-Seq, CON KD + FBS | GATA2 ChIP-Seq, GATA2 KD  | GATA2 ChIP-Seq, GATA2 ChIP-Seq, FOXA1 KD | GATA2 ChIP-Seq, GATA2 ChIP-Seq - Rep 2",,,
E2F1,CPT1A,mammarygland,"E2F1 IP, E2F1 IP - MCF7 cells",,,
BICALU,CPT1A,prostate,"HES6 OE + BICALU | E2F1 ChIP-Seq - Rep 3, BICALU | E2F1 ChIP-Seq - Rep 1, BICALU | E2F1 ChIP-Seq - Rep 2, BICALU + HES6OE | E2F1 ChIP-Seq - Rep 4, BICALU | E2F1 ChIP-Seq - Rep 3, HES6 OE + BICALU | E2F1 ChIP-Seq - Rep 1",,,
HES6,CPT1A,prostate,"HES6 OE + BICALU | E2F1 ChIP-Seq - Rep 3, HES6 OE | E2F1 ChIP-Seq - Rep 4, BICALU + HES6OE | E2F1 ChIP-Seq - Rep 4, HES6 OE | E2F1 ChIP-Seq - Rep 2, HES6 OE | E2F1 ChIP-Seq - Rep 3, HES6 OE | E2F1 ChIP-Seq - Rep 1, HES6 OE + BICALU | E2F1 ChIP-Seq - Rep 1",,,
TCF7L2,CPT1A,uterus,TCF7L2 IP - HeLa cells,,,
CTCF,CPT1A,placenta,"CTCF IP - HVMF cells, Rep 1 , CTCF IP - HVMF cells, Rep 2 ",,,
FOXM1,CPT1A,mammarygland,"FOXM1 IP - MCF7 cells, FOXM1 IP | THSP - DS006",,,
CTCF,CPT1A,lung,"CTCF IP - A549 cells , CTCF IP - SAEC cells, Rep 2 , CTCF IP - SAEC cells, Rep 1 , CTCF IP - AG04450 cells, Rep 1 , CTCF IP - A549 cells, Rep 2 , CTCF IP | DEX - A549 cells",,,
E2F4,CPT1A,mammarygland,E2F4 IP | 4HT - MCF10 cells,,,
4HT,CPT1A,mammarygland,"E2F4 IP | 4HT - MCF10 cells, FOS IP | 4HT - MCF10A cells, 12 h, STAT3 IP | 4HT - MCF10 cells, 36 h, FOS IP | 4HT - MCF10A cells, 36 h, FOS IP | 4HT - MCF10A cells, 4 h",,,
SP1,CPT1A,leukocytes,"SP1 IP - GM12878 cells, SP1 IP - K562 cells",,,
JUND,CPT1A,colon,JUND IP - HCT116 cells,,,
ZBTB17,CPT1A,bone,ZBTB17 IP,,,
MAZ,CPT1A,leukocytes,MAZ IP - K562 cells,,,
ETV5,CPT1A,colon,ETV5 IP ,,,
MYC,CPT1A,mammarygland,DHT | MYC ChIP-Seq,,,
DHT,CPT1A,mammarygland,"DHT | MYC ChIP-Seq, DHT | FOXA1 ChIP-Seq",,,
CEBPB,CPT1A,stemcells,"CEBPB IP, CEBPB IP, CEBPB IP, CEBPB IP, CEBPB IP",,,
USF1,CPT1A,lung,"USF1 IP - A549 cells, Rep 2, USF1 IP - A549 cells, Rep 1, USF1 IP | DEX - A549 cells",,,
TEAD4,CPT1A,cns,TEAD4 IP - SK-N-SH cells,,,
MEF2B,CPT1A,kidney,"MEF2B IP | MEF2B D83V OE - Rep 1, MEF2B IP | MEF2B OE - Rep 2, MEF2B IP | MEF2B OE - Rep 1",,,
TEAD4,CPT1A,leukocytes,TEAD4 IP - K562 cells,,,
USF2,CPT1A,stemcells,USF2 IP - H1 cells,,,
MAX,CPT1A,leukocytes,"MAX IP - K562 cells, MAX IP - K562 cells, Rep 1, MAX IP - GM12878 cells, MAX IP - NB4 cells, MAX IP - K562 cells, Rep 2",,,
EGR1,CPT1A,colon,EGR1 IP - HCT116 cells,,,
CTCF,CPT1A,uterus,"CTCF IP - ECC1 cells, CTCF IP - HeLa cells , CTCF IP - HeLa cells, Rep 1 ",,,
TCF12,CPT1A,stemcells,TCF12 IP - H1 cells,,,
TEAD4,CPT1A,colon,TEAD4 IP - HCT116 cells,,,
MAX,CPT1A,stemcells,MAX IP - H1 cells,,,
ELF1,CPT1A,liver,ELF1 IP - HepG2 cells,,,
MAX,CPT1A,colon,MAX IP - HCT116 cells,,,
TBP,CPT1A,uterus,TBP IP - HeLa cells,,,
CTCF,CPT1A,erythroidlineage,"CTCF IP - HEL 92.1.7 cells, Rep 14 , CTCF IP - Erythroid cells, Rep 2, CTCF IP - HEL 92.1.7 cells, Rep 8 , CTCF IP - HEL 92.1.7 cells, Rep 5 , CTCF IP - HEL 92.1.7 cells, Rep 2 , CTCF IP - HEL 92.1.7 cells, Rep 11 , CTCF IP - Erythroid cells, Rep 1",,,
UBTF,CPT1A,leukocytes,UBTF IP - K562 cells,,,
TCF7L2,CPT1A,pancreas,TCF7L2 IP,,,
MYB,CPT1A,leukocytes,"MYB IP - MOLT3, MYB IP - Jurkat, Rep 5, MYB IP - Jurkat, Rep 4, MYB IP - Jurkat, Rep 1, MYB IP - Jurkat, Rep 2, MYB IP - Jurkat, Rep 3",,,
TEAD4,CPT1A,liver,"TEAD4 IP - MCF7 cells, TEAD4 IP - HepG2 cells",,,
USF1,CPT1A,liver,USF1 IP - HepG2 cells,,,
FOXA2,CPT1A,liver,"FOXA2 ChIP-Seq - Biol Rep 3, Tech Rep 1, FOXA2 IP - HepG2 cells","19822575,",,
HOXA6,CPT1A,colon,HOXA6 IP ,,,
MAFK,CPT1A,liver,"MAFK IP - HepG2 cells, Rep 2, MAFK IP - HepG2 cells, Rep 1",,,
CREB1,CPT1A,lung,CREB1 IP | DEX - A549 cells,,,
DEX,CPT1A,lung,"CREB1 IP | DEX - A549 cells, CTCF IP | DEX - A549 cells, USF1 IP | DEX - A549 cells",,,
FOS,CPT1A,mammarygland,"FOS IP | 4HT - MCF10A cells, 12 h, FOS IP | 4HT - MCF10A cells, 36 h, FOS IP | 4HT - MCF10A cells, 4 h",,,
MAZ,CPT1A,uterus,MAZ IP - HeLa cells,,,
MAX,CPT1A,lung,"MAX IP - A549 cells, MAX IP - A549 cells",,,
GLI2,CPT1A,colon,GLI2 IP ,,,
EBF1,CPT1A,leukocytes,"EBF1 IP - GM12878 cells, EBF1 IP - GM12878 cells",,,
CREB1,CPT1A,liver,"CREB1 IP - HepG2 cells, CREB1 IP, CREB1 IP",,,
YY1,CPT1A,colon,YY1 IP - HCT116 cells,,,
RELA,CPT1A,leukocytes,"RELA IP | BAY082  - IVD Th1 cells, PIA",,,
BAY082,CPT1A,leukocytes,"RELA IP | BAY082  - IVD Th1 cells, PIA",,,
FOSL2,CPT1A,liver,FOSL2 IP - HepG2 cells,,,
E2F6,CPT1A,leukocytes,"E2F6 IP - K562 cells, E2F6 IP - K562 cells",,,
STAT3,CPT1A,mammarygland,"STAT3 IP | 4HT - MCF10 cells, 36 h, STAT3 IP - MCF10A cells, Rep 1",,,
THAP1,CPT1A,leukocytes,THAP1 IP - K562 cells,,,
ARID3A,CPT1A,liver,ARID3A IP - HepG2 cells,,,
SP1,CPT1A,liver,SP1 IP - HepG2 cells,,,
NFYB,CPT1A,uterus,NFYB IP - HeLa cells,,,
ELF1,CPT1A,leukocytes,"ELF1 IP - SK-N-SH cells, ELF1 IP - SK-N-SH cells",,,
TP53,CPT1A,mammarygland,"TP53 IP, TP53 IP | NUTL3 - MCF-7",,,
KLF11,CPT1A,adiposetissue,"ROSI (BrAT) | KLF11 ChIP-Seq, Rep 1, KLF11 ChIP-Seq, Rep 1, ROSI (BrAT) | KLF11 ChIP-Seq, Rep 2, KLF11 ChIP-Seq, Rep 2",,,
ROSI,CPT1A,adiposetissue,"ROSI (BrAT) | KLF11 ChIP-Seq, Rep 1, ROSI (BrAT) | KLF11 ChIP-Seq, Rep 2",,,
NFYB,CPT1A,leukocytes,"NFYB IP - GM12878 cells, NFYB IP - K562 cells",,,
GATA3,CPT1A,mammarygland,"GATA3 IP - T47D cells, GATA3 IP - MCF-7 cells, GATA3 IP - MCF7 cells",,,
YY1,CPT1A,cns,"YY1 IP - SK-N-SH cells, YY1 IP | ATRA - SK-N-SH cells",,,
CTCF,CPT1A,vasculature,"CTCF IP - HUVEC cells, Rep 1 , CTCF IP - HBMEC cells, Rep 2 , CTCF IP - HBMEC cells, Rep 1 , CTCF IP - HPAF cells, Rep 1 , CTCF IP - HUVEC cells, Rep 2 ",,,
GABPA,CPT1A,lung,GABPA IP - A549 cells,,,
ZBTB7A,CPT1A,uterus,ZBTB7A IP - ECC1 cells,,,
JUN,CPT1A,colon,JUN IP ,,,
TFAP4,CPT1A,leukocytes,TFAP4 IP - Rep 1,,,
TAL1,CPT1A,leukocytes,"TAL1 IP - K562 cells, TAL1 IP - MOLT3",,,
DEX,CPT1A,mammarygland,"DEX | FOXA1 ChIP-Seq - Rep 1, DEX | FOXA1 ChIP-Seq - Rep 2, DEX | FOXA1 ChIP-Seq - Rep 1, DEX | FOXA1 ChIP-Seq - Rep 2",,,
ELF1,CPT1A,mammarygland,ELF1 IP - MCF7 cells,,,
USF1,CPT1A,cns,"USF1 IP - SK-N-SH cells, USF1 IP | ATRA - SK-N-SH cells",,,
FOXA1,CPT1A,liver,"FOXA1 IP - HepG2 cells, Rep 1, FOXA1 IP - HepG2 cells, Rep 2",,,
REST,CPT1A,cns,"REST IP - PFSK1 cells, Rep 2, REST IP - U87 cells, REST IP - SK cells",,,
HEY1,CPT1A,liver,HEY1 IP - HepG2 cells,,,
MAFK,CPT1A,lung,MAFK IP - IMR cells,,,
TCF12,CPT1A,lung,TCF12 IP - A549 cells,,,
E2F4,CPT1A,uterus,E2F4 IP - HeLa cells,,,
GATA2,CPT1A,leukocytes,GATA2 IP - K562 cells,,,
MXI1,CPT1A,cns,MXI1 IP - SK-N-SH cells ,,,
FOXP2,CPT1A,cns,"FOXP2 IP - SK cells, FOXP2 IP - PFSK-1 cells",,,
MYC,CPT1A,uterus,MYC IP - HeLa cells,,,
TBP,CPT1A,leukocytes,TBP IP - K562 cells,,,
NFATC1,CPT1A,leukocytes,NFATC1 IP - GM12878 cells,,,
SRF,CPT1A,colon,SRF IP - HCT116 cells,,,
ATF2,CPT1A,colon,ATF2 IP ,,,
NANOG,CPT1A,stemcells,"NANOG IP - Rep 2, NANOG IP - Rep 1, NANOG IP - Rep 8 , NANOG IP - Rep 6 , NANOG IP - Rep 9 , NANOG IP - Rep 5 , NANOG IP - Rep 4 ",,,
ATF3,CPT1A,stemcells,ATF3 IP - H1 cells,,,
SP1,CPT1A,colon,SP1 IP - HCT116 cells,,,
ZNF143,CPT1A,leukocytes,ZNF143 IP - GM12878 cells,,,
CEBPB,CPT1A,lung,"CEBPB ChIP-Seq - A549, CEBPB ChIP-Seq - IMR90",,,
REST,CPT1A,liver,"REST IP - HepG2 cells, Rep 1",,,
FOXA1,CPT1A,stemcells,FOXA1 IP - Rep 5 ,,,
FOXH1,CPT1A,stemcells,FOXH1 ChIP-Seq - Escs,,,
CREB1,CPT1A,stemcells,CREB1 IP - H1 cells,,,
SIX2,CPT1A,kidney,"SIX2 IP - 17 weeks, Rep 2, SIX2 IP - 17 weeks, Rep 1",,,
EGR1,CPT1A,leukocytes,EGR1 IP - K562 cells,,,
JQ1,CPT1A,prostate,"JQI | ERG ChIP-Seq - Rep 2, JQI | ERG ChIP-Seq - Rep 1",,,
MAX,CPT1A,liver,"MAX IP - HepG2 cells, MAX IP - HepG2 cells, MAX IP - MCF7 cells",,,
SP1,CPT1A,lung,SP1 IP - A549 cells,,,
TCF12,CPT1A,uterus,TCF12 IP - ECC1 cells,,,
TCF12,CPT1A,cns,TCF12 IP - SK-N-SH cells,,,
MAZ,CPT1A,liver,MAZ IP - HepG2 cells,,,
NFKB2,CPT1A,leukocytes,"NFKB2 IP - Rep 1, NFKB2 IP - Rep 2",,,
USF1,CPT1A,stemcells,USF1 IP - H1 cells,,,
ATRA,CPT1A,cns,"YY1 IP | ATRA - SK-N-SH cells, USF1 IP | ATRA - SK-N-SH cells",,,
GTF2F1,CPT1A,uterus,GTF2F1 IP - HeLa cells,,,
TBP,CPT1A,liver,TBP IP - HepG2 cells,,,
TCF7L2,CPT1A,hspcs,TCF7L2 IP - Rep 2,,,
IRF1,CPT1A,pancreas,IRF1 IP,,,
TAL1,CPT1A,megakaryocytelineage,"TAL1 IP - CHRF-288-11 cells, Rep 1 ",,,
GATA2,CPT1A,cns,GATA2 ChIP-Seq SH-SY5Y,,,
MYBL2,CPT1A,liver,MYBL2 IP - HepG2 cells,,,
PBX3,CPT1A,cns,PBX3 IP - SK-N-SH cells,,,
NFKB1,CPT1A,leukocytes,"NFKB1 IP - Rep 2, NFKB1 IP - Rep 1",,,
