TF,Overlapping_Genes,Pubmed_ID,Pubmed_Link,Genes mentioned in the paper,Tissue,Paper Link
CLOCK,"DGAT2,DGAT1,PITPNM1,PLD1,PTDSS2,CHKA,PNPLA3",20551151,https://pubmed.ncbi.nlm.nih.gov/20551151/,"DGAT2,DGAT1,PITPNM1,PLD1,PTDSS2,CHKA,PNPLA3",Colon,https://aacrjournals.org/mcr/article/8/7/952/90638/Mutations-in-the-Circadian-Gene-CLOCK-in
PPARD,"PLA2G12A,HADHB,HADHA,PTDSS2,CEPT1,CHKA,LPCAT3",23208498,https://pubmed.ncbi.nlm.nih.gov/23208498/,"PLA2G12A,HADHB,HADHA,PTDSS2,CEPT1,CHKA,LPCAT3",Mammary Gland,https://www.nature.com/articles/onc2012549
GATA3,"LIPH,DGAT2,PLA2G4D,PHOSPHO1,MGLL,PLA2G6,PLD1,PGS1,MBOAT2,CHPT1,LPIN3",24758297,https://pubmed.ncbi.nlm.nih.gov/24758297/,"LIPH,DGAT2,PLA2G4D,PHOSPHO1,MGLL,PLA2G6,PLD1,PGS1,MBOAT2,CHPT1,LPIN3",Mammary Gland,https://bmccancer.biomedcentral.com/articles/10.1186/1471-2407-14-278
TCF4,"PLB1,PLA2G4A,PLA2G2E,MBOAT2",18268006,https://pubmed.ncbi.nlm.nih.gov/18268006/,"PLB1,PLA2G4A,PLA2G2E,MBOAT2",Colon,https://www.tandfonline.com/doi/full/10.1128/MCB.02175-07?scroll=top&needAccess=true
ZNF652,"HADHA,CRLS1",21678463,https://pubmed.ncbi.nlm.nih.gov/21678463/,"HADHA,CRLS1",Mammary Gland,https://onlinelibrary.wiley.com/doi/10.1002/jcb.23214
NFE2L2,"PLA2G4A,MGLL,PLA2G6,PLA2G2D",22581777,https://pubmed.ncbi.nlm.nih.gov/22581777/,"PLA2G4A,MGLL,PLA2G6,PLA2G2D",Leukocytes,https://academic.oup.com/nar/article/40/15/7416/1213698?login=true#supplementary-data
NR3C1,"ACHE,PLB1,DGAT2,PLA2G2E,MBOAT2,PNPLA3",21868756,https://pubmed.ncbi.nlm.nih.gov/21868756/,not found,,https://aacrjournals.org/cancerres/article/71/20/6360/568755/Activation-of-the-Glucocorticoid-Receptor-Is
JUND,"LPCAT1,LIPH,PLA2G12A,DGAT2,PLA2G4C,PLA2G4A,PLA2G3,PLD1,PLA2G2D",26020271,https://pubmed.ncbi.nlm.nih.gov/26020271/,not found,,https://journals.plos.org/plosgenetics/article?id=10.1371/journal.pgen.1005202#abstract0
GATA4,"LPCAT1,LIPH,PCYT2,DGAT1,PLA2G4A,CHKA,MBOAT7,CRLS1,CHPT1",25053715,https://pubmed.ncbi.nlm.nih.gov/25053715/,not found,,paid https://gut.bmj.com/content/64/5/707
GATA6,"LIPH,PLA2G4E,PLA2G10,PLD1,CHKA,MBOAT7,CRLS1,LPCAT3,CHPT1",25053715,https://pubmed.ncbi.nlm.nih.gov/25053715/,not found,,paid https://gut.bmj.com/content/64/5/707
ESR1,"PCYT1A,PGS1",20079471,https://pubmed.ncbi.nlm.nih.gov/20079471/,not found,,paid https://www.sciencedirect.com/science/article/abs/pii/S1874939910000064?via%3Dihub
FOXO3,"MGLL,PLD1,CEPT1,PLA2G2F",23340844,https://pubmed.ncbi.nlm.nih.gov/23340844/,MGLL,Colon,https://www.embopress.org/doi/full/10.1038/msb.2012.74
GATA2,"PCYT2,MGLL,PLD1,MBOAT7",21666600,https://pubmed.ncbi.nlm.nih.gov/21666600/,"PCYT2,MGLL,PLD1,MBOAT7",Vasculature,https://www.embopress.org/doi/full/10.1038/emboj.2011.173#sec-1
EGR1,"PCYT1A,HADHB",19032775,https://pubmed.ncbi.nlm.nih.gov/19032775/,"PCYT1A,HADHB",Prostate ,https://genomebiology.biomedcentral.com/articles/10.1186/gb-2008-9-11-r166
HNF4A,"ACHE,PCYT1B,HADHB,HADHA,CHKA",19761587,https://pubmed.ncbi.nlm.nih.gov/19761587/,"ACHE,PCYT1B,HADHB,HADHA,CHKA","Duodenum, Jejunum, lleum",https://bmcgastroenterol.biomedcentral.com/articles/10.1186/1471-230X-9-68
TP63,"PCYT1A,PLA2G4D,PLA2G4E,PLA2G4B,PLA2G4A,HADHB,PITPNM1,CHAT,PLA2G3,PLA2G6,PGS1,PTDSS2,LPCAT2,PNPLA3",22573176,https://pubmed.ncbi.nlm.nih.gov/22573176/,"PLB1,PCYT2,PCYT1A,DGAT2,PLA2G4C,GPCPD1,PLA2G10,MGLL,PLD6,PLA2G6,PLD1,PTDSS2,PTDSS1,CHKA,LPCAT2,PNPLA3,CHPT1,LPIN3",Skin,https://academic.oup.com/nar/article/40/15/7190/1208916#supplementary-data
MITF,"PLB1,PCYT2,PCYT1A,DGAT2,PLA2G4C,GPCPD1,PLA2G10,MGLL,PLD6,PLA2G6,PLD1,PTDSS2,PTDSS1,CHKA,LPCAT2,PNPLA3,CHPT1,LPIN3",21258399,https://pubmed.ncbi.nlm.nih.gov/21258399/,"PLB1,PCYT2,PCYT1A,DGAT2,PLA2G4C,GPCPD1,PLA2G10,MGLL,PLD6,PLA2G6,PLD1,PTDSS2,PTDSS1,CHKA,LPCAT2,PNPLA3,CHPT1,LPIN3",Skin,https://www.nature.com/articles/onc2010612
TFAP2C,"LPCAT1,PCYT2,DGAT2,PLD1,CHPT1",20629094,https://pubmed.ncbi.nlm.nih.gov/20629094/,"LPCAT1,PCYT2,DGAT2,PLD1,CHPT1",Mammary Gland,https://onlinelibrary.wiley.com/doi/10.1002/gcc.20807
IRF1,"PLA2G2D,LPCAT4",21803131,https://pubmed.ncbi.nlm.nih.gov/21803131/,not found,Blood,paid https://www.sciencedirect.com/science/article/abs/pii/S0378111911003258?via%3Dihub
JUN,"LPCAT1,LIPH,PLA2G12A,PLA2G4C,PLA2G4A,PLD1,PLA2G2D",26020271,https://pubmed.ncbi.nlm.nih.gov/26020271/,not found,Heart,https://journals.plos.org/plosgenetics/article?id=10.1371/journal.pgen.1005202
DACH1,"DGAT2,DGAT1,ABHD3,PTDSS2,CHKA,MBOAT2",20351289,https://pubmed.ncbi.nlm.nih.gov/20351289/,"DGAT2,DGAT1,ABHD3,PTDSS2,CHKA,MBOAT2",Mammary Gland,https://www.pnas.org/doi/full/10.1073/pnas.1002746107
ELF1,PLA2G6,17652178,https://pubmed.ncbi.nlm.nih.gov/17652178/,PLA2G6,Thymus,https://genesdev.cshlp.org/content/21/15/1882
BACH1,"PLA2G4C,PLA2G4A,PLA2G10,PLA1A,PLD1",22875853,https://pubmed.ncbi.nlm.nih.gov/22875853/,"PLA2G4C,PLA2G4A,PLA2G10,PLA1A,PLD1",Mammary Gland,https://www.jbc.org/article/S0021-9258(20)62856-3/fulltext
SOX2,"PCYT1B,DGAT1,PLA2G4A,MGLL,MBOAT7,MBOAT2,LPCAT2,PNPLA3",20726797,https://pubmed.ncbi.nlm.nih.gov/20726797/,not found,,paid https://www.liebertpub.com/doi/10.1089/omi.2010.0053
IKZF1,PITPNM1,21737484,https://pubmed.ncbi.nlm.nih.gov/21737484/,PITPNM1,Colon,https://aacrjournals.org/mcr/article/9/8/1139/90776/Long-Range-Epigenetic-Silencing-Associates-with
ZNF217,"LIPH,PLA2G4A,MGLL,PLD1,PTDSS1",24962896,https://pubmed.ncbi.nlm.nih.gov/24962896/,"LIPH,PLA2G4A,MGLL,PLD1,PTDSS1",Mammary Gland,https://bmcgenomics.biomedcentral.com/articles/10.1186/1471-2164-15-520#Sec26
E2F4,"DGAT2,CHAT,PLD2,PTDSS2,PTPMT1,CEPT1,CHKA,LPCAT3,CHPT1",21247883,https://pubmed.ncbi.nlm.nih.gov/21247883/,"DGAT2,CHAT,PLD2,PTDSS2,PTPMT1,CEPT1,CHKA,LPCAT3,CHPT1",Blood,https://academic.oup.com/nar/article/39/9/3558/1243263?login=false#supplementary-data
SMAD3,"PLB1,PLA2G6,PLD1,PLA2G2E,MBOAT2,PNPLA2",18955504,https://pubmed.ncbi.nlm.nih.gov/18955504/,not found,,https://www.tandfonline.com/doi/full/10.1128/MCB.01038-08?scroll=top&needAccess=true
TFAP2A,"PCYT1B,DGAT2,PITPNM1,ABHD3,PLD2,PTDSS2",17053090,https://pubmed.ncbi.nlm.nih.gov/17053090/,"PCYT1B,DGAT2,PITPNM1,ABHD3,PLD2,PTDSS2",Mammary Gland,https://genome.cshlp.org/content/16/12/1585.full
FOXM1,"PLA2G4E,PLA2G4A,PLA2G3,PLD1,PGS1,PTDSS1",26456572,https://pubmed.ncbi.nlm.nih.gov/26456572/,PLD1,Mammary Gland,https://link.springer.com/article/10.1007/s10549-015-3589-7#Sec13
RELA,"ACHE,PLA2G4C,PLA2G4A,MGLL",24523406,https://pubmed.ncbi.nlm.nih.gov/24523406/,"ACHE,PLA2G4C,PLA2G4A,MGLL",Lung,https://www.jbc.org/article/S0021-9258(20)41510-8/fulltext
ELK3,"PLA2G4D,PLA2G6,PGS1,PTDSS2,CHKA,CRLS1",25401928,https://pubmed.ncbi.nlm.nih.gov/25401928/,not found,Vasculature,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0113050
ELK1,"ACHE,PLB1,MBOAT7",22589737,https://pubmed.ncbi.nlm.nih.gov/22589737/,"ACHE,PLB1,MBOAT7",Mammary Gland,https://journals.plos.org/plosgenetics/article?id=10.1371/journal.pgen.1002694#s5
ATF3,"LIPH,PLA2G4C,PLA1A,PGS1,PLA2G2D,PLA2G2E",23680149,https://pubmed.ncbi.nlm.nih.gov/23680149/,"LIPH,PLA2G4C,PLA1A,PGS1,PLA2G2D,PLA2G2E",CNS,https://www.cell.com/cancer-cell/fulltext/S1535-6108(13)00133-5?_returnURL=https%3A%2F%2Flinkinghub.elsevier.com%2Fretrieve%2Fpii%2FS1535610813001335%3Fshowall%3Dtrue
VDR,PLB1,23401126,https://pubmed.ncbi.nlm.nih.gov/23401126/,PLB1,Leukocytes,https://journals.sagepub.com/doi/10.1177/1352458512471873#abstract
YY1,"PLA2G4E,MGLL,PGS1",22570637,https://pubmed.ncbi.nlm.nih.gov/22570637/,MGLL,Skin,https://journals.plos.org/plosgenetics/article?id=10.1371/journal.pgen.1002688#s4
SOX11,"PLB1,PLD1,PTDSS1",23321250,https://pubmed.ncbi.nlm.nih.gov/23321250/,"PLB1,PLD1,PTDSS1",Leukocytes,https://ashpublications.org/blood/article/121/12/2175/31453/SOX11-regulates-PAX5-expression-and-blocks
FOXA2,"LCLAT1,DGAT2,HADHB,PLD1,PGS1,CHKA,PEMT,CHPT1",19822575,https://pubmed.ncbi.nlm.nih.gov/19822575/,"DGAT2,HADHB,PLD1,PGS1,CHKA,PEMT,CHPT1",Liver,https://academic.oup.com/nar/article/37/22/7498/2410146#supplementary-data
AHR,"PLA2G6,PGS1",22903824,https://pubmed.ncbi.nlm.nih.gov/22903824/,not found,Mammary Gland,paid https://academic.oup.com/toxsci/article/130/2/349/1725824
AR,"PLB1,LIPH,MGLL,CHAT,PLA2G5,PLD1,PTDSS2,MBOAT2,LPIN3",19668381,https://pubmed.ncbi.nlm.nih.gov/19668381/,"PLB1,LIPH,MGLL,CHAT,PLA2G5,PLD1,PTDSS2,MBOAT2,LPIN3",Prostate ,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0006589
RBPJ,"LPCAT1,PLA2G4D,CHKA,LPCAT4,LPCAT2",21746931,https://pubmed.ncbi.nlm.nih.gov/21746931/,not found,,https://www.pnas.org/doi/full/10.1073/pnas.1108892108
HIF1A,LPIN3,21447827,https://pubmed.ncbi.nlm.nih.gov/21447827/,LPIN3,Mammary Gland,https://ashpublications.org/blood/article/117/23/e207/22454/High-resolution-genome-wide-mapping-of-HIF-binding
TCF21,"PLA1A,PLA2G5,PLA2G6,PLD1,PGS1",26020271,https://pubmed.ncbi.nlm.nih.gov/26020271/,not found,Heart,https://journals.plos.org/plosgenetics/article?id=10.1371/journal.pgen.1005202
